🔬 Generando tabla periódica de palitos...
✅ Generados 3101 átomos

==================================================================================================================================
N°,Nombre,Capas,I,O,Longitud,P.Fusion,Desap,Mag,Fuerza,Conduct,React,Radiact
2357,Atom_2357,7,22,11,1,2962.0,0,0.00,No,361.5,296.7,88.95
2358,Atom_2358,7,22,12,1,1434.0,0,0.00,No,364.0,300.0,89.80
2359,Atom_2359,7,22,13,1,2898.0,0,0.00,No,348.7,303.3,90.65
2360,Atom_2360,7,22,14,1,1370.0,0,0.00,No,347.3,306.7,91.50
2361,Atom_2361,7,22,15,1,2834.0,0,0.00,No,346.0,310.0,92.35
2362,Atom_2362,7,22,16,1,-190.0,0,0.00,No,344.7,313.3,93.20
2363,Atom_2363,7,22,17,1,2770.0,0,0.00,No,343.3,316.7,94.05
2364,Atom_2364,7,22,18,1,-254.0,0,0.00,No,342.0,320.0,94.90
2365,Atom_2365,7,22,19,1,2706.0,0,0.00,No,340.7,323.3,95.75
2366,Atom_2366,7,22,20,1,-273.0,0,0.00,No,339.3,326.7,96.60
2367,Atom_2367,7,22,21,1,2642.0,0,0.00,No,338.0,330.0,97.45
2368,Atom_2368,7,22,22,1,-273.0,0,0.00,No,336.7,333.3,98.30
2369,Atom_2369,7,22,23,1,2578.0,0,0.00,No,335.3,336.7,99.15
2370,Atom_2370,7,22,24,1,-273.0,0,0.00,No,334.0,340.0,100.00
2371,Atom_2371,7,22,25,1,2514.0,0,0.00,No,330.7,343.3,100.85
2372,Atom_2372,7,22,26,1,-273.0,0,0.00,No,327.3,346.7,101.70
2373,Atom_2373,7,23,0,1,3442.0,0,0.00,No,344.0,275.0,80.45
2374,Atom_2374,7,23,1,1,3410.0,0,0.00,No,346.5,278.8,81.30
2375,Atom_2375,7,23,2,1,3004.0,0,0.00,No,349.0,282.7,82.15
2376,Atom_2376,7,23,3,1,3346.0,0,0.00,No,351.5,281.5,83.00
2377,Atom_2377,7,23,4,1,2566.0,0,0.00,No,354.0,283.7,83.85
2378,Atom_2378,7,23,5,1,3282.0,0,0.00,No,356.5,285.8,84.70
2379,Atom_2379,7,23,6,1,2502.0,0,0.00,No,359.0,295.0,85.55
2380,Atom_2380,7,23,7,1,3218.0,0,0.00,No,361.5,298.3,86.40
2381,Atom_2381,7,23,8,1,1690.0,0,0.00,No,364.0,301.7,87.25
2382,Atom_2382,7,23,9,1,3154.0,0,0.00,No,366.5,305.0,88.10
2383,Atom_2383,7,23,10,1,1626.0,0,0.00,No,369.0,308.3,88.95
2384,Atom_2384,7,23,11,1,3090.0,0,0.00,No,371.5,311.7,89.80
2385,Atom_2385,7,23,12,1,1562.0,0,0.00,No,374.0,315.0,90.65
2386,Atom_2386,7,23,13,1,3026.0,0,0.00,No,358.7,318.3,91.50
2387,Atom_2387,7,23,14,1,1498.0,0,0.00,No,357.3,321.7,92.35
2388,Atom_2388,7,23,15,1,2962.0,0,0.00,No,356.0,325.0,93.20
2389,Atom_2389,7,23,16,1,-62.0,0,0.00,No,354.7,328.3,94.05
2390,Atom_2390,7,23,17,1,2898.0,0,0.00,No,353.3,331.7,94.90
2391,Atom_2391,7,23,18,1,-126.0,0,0.00,No,352.0,335.0,95.75
2392,Atom_2392,7,23,19,1,2834.0,0,0.00,No,350.7,338.3,96.60
2393,Atom_2393,7,23,20,1,-190.0,0,0.00,No,349.3,341.7,97.45
2394,Atom_2394,7,23,21,1,2770.0,0,0.00,No,348.0,345.0,98.30
2395,Atom_2395,7,23,22,1,-254.0,0,0.00,No,346.7,348.3,99.15
2396,Atom_2396,7,23,23,1,2706.0,0,0.00,No,345.3,351.7,100.00
2397,Atom_2397,7,23,24,1,-273.0,0,0.00,No,344.0,355.0,100.85
2398,Atom_2398,7,23,25,1,2642.0,0,0.00,No,340.7,358.3,101.70
2399,Atom_2399,7,23,26,1,-273.0,0,0.00,No,337.3,361.7,102.55
2400,Atom_2400,7,24,0,1,3570.0,0,0.00,No,354.0,290.0,81.30
2401,Atom_2401,7,24,1,1,3538.0,0,0.00,No,356.5,293.8,82.15
2402,Atom_2402,7,24,2,1,3132.0,0,0.00,No,359.0,297.7,83.00
2403,Atom_2403,7,24,3,1,3474.0,0,0.00,No,361.5,296.5,83.85
2404,Atom_2404,7,24,4,1,2694.0,0,0.00,No,364.0,298.7,84.70
2405,Atom_2405,7,24,5,1,3410.0,0,0.00,No,366.5,300.8,85.55
2406,Atom_2406,7,24,6,1,2630.0,0,0.00,No,369.0,310.0,86.40
2407,Atom_2407,7,24,7,1,3346.0,0,0.00,No,371.5,313.3,87.25
2408,Atom_2408,7,24,8,1,1818.0,0,0.00,No,374.0,316.7,88.10
2409,Atom_2409,7,24,9,1,3282.0,0,0.00,No,376.5,320.0,88.95
2410,Atom_2410,7,24,10,1,1754.0,0,0.00,No,379.0,323.3,89.80
2411,Atom_2411,7,24,11,1,3218.0,0,0.00,No,381.5,326.7,90.65
2412,Atom_2412,7,24,12,1,1690.0,0,0.00,No,384.0,330.0,91.50
2413,Atom_2413,7,24,13,1,3154.0,0,0.00,No,368.7,333.3,92.35
2414,Atom_2414,7,24,14,1,1626.0,0,0.00,No,367.3,336.7,93.20
2415,Atom_2415,7,24,15,1,3090.0,0,0.00,No,366.0,340.0,94.05
2416,Atom_2416,7,24,16,1,66.0,0,0.00,No,364.7,343.3,94.90
2417,Atom_2417,7,24,17,1,3026.0,0,0.00,No,363.3,346.7,95.75
2418,Atom_2418,7,24,18,1,2.0,0,0.00,No,362.0,350.0,96.60
2419,Atom_2419,7,24,19,1,2962.0,0,0.00,No,360.7,353.3,97.45
2420,Atom_2420,7,24,20,1,-62.0,0,0.00,No,359.3,356.7,98.30
2421,Atom_2421,7,24,21,1,2898.0,0,0.00,No,358.0,360.0,99.15
2422,Atom_2422,7,24,22,1,-126.0,0,0.00,No,356.7,363.3,100.00
2423,Atom_2423,7,24,23,1,2834.0,0,0.00,No,355.3,366.7,100.85
2424,Atom_2424,7,24,24,1,-190.0,0,0.00,No,354.0,370.0,101.70
2425,Atom_2425,7,24,25,1,2770.0,0,0.00,No,350.7,373.3,102.55
2426,Atom_2426,7,24,26,1,-254.0,0,0.00,No,347.3,376.7,103.40
2427,Atom_2427,7,25,0,1,3698.0,0,0.00,No,364.0,305.0,82.15
2428,Atom_2428,7,25,1,1,3666.0,0,0.00,No,366.5,308.8,83.00
2429,Atom_2429,7,25,2,1,3260.0,0,0.00,No,369.0,312.7,83.85
2430,Atom_2430,7,25,3,1,3602.0,0,0.00,No,371.5,311.5,84.70
2431,Atom_2431,7,25,4,1,2822.0,0,0.00,No,374.0,313.7,85.55
2432,Atom_2432,7,25,5,1,3538.0,0,0.00,No,376.5,315.8,86.40
2433,Atom_2433,7,25,6,1,2758.0,0,0.00,No,379.0,325.0,87.25
2434,Atom_2434,7,25,7,1,3474.0,0,0.00,No,381.5,328.3,88.10
2435,Atom_2435,7,25,8,1,1946.0,0,0.00,No,384.0,331.7,88.95
2436,Atom_2436,7,25,9,1,3410.0,0,0.00,No,386.5,335.0,89.80
2437,Atom_2437,7,25,10,1,1882.0,0,0.00,No,389.0,338.3,90.65
2438,Atom_2438,7,25,11,1,3346.0,0,0.00,No,391.5,341.7,91.50
2439,Atom_2439,7,25,12,1,1818.0,0,0.00,No,394.0,345.0,92.35
2440,Atom_2440,7,25,13,1,3282.0,0,0.00,No,378.7,348.3,93.20
2441,Atom_2441,7,25,14,1,1754.0,0,0.00,No,377.3,351.7,94.05
2442,Atom_2442,7,25,15,1,3218.0,0,0.00,No,376.0,355.0,94.90
2443,Atom_2443,7,25,16,1,194.0,0,0.00,No,374.7,358.3,95.75
2444,Atom_2444,7,25,17,1,3154.0,0,0.00,No,373.3,361.7,96.60
2445,Atom_2445,7,25,18,1,130.0,0,0.00,No,372.0,365.0,97.45
2446,Atom_2446,7,25,19,1,3090.0,0,0.00,No,370.7,368.3,98.30
2447,Atom_2447,7,25,20,1,66.0,0,0.00,No,369.3,371.7,99.15
2448,Atom_2448,7,25,21,1,3026.0,0,0.00,No,368.0,375.0,100.00
2449,Atom_2449,7,25,22,1,2.0,0,0.00,No,366.7,378.3,100.85
2450,Atom_2450,7,25,23,1,2962.0,0,0.00,No,365.3,381.7,101.70
2451,Atom_2451,7,25,24,1,-62.0,0,0.00,No,364.0,385.0,102.55
2452,Atom_2452,7,25,25,1,2898.0,0,0.00,No,360.7,388.3,103.40
2453,Atom_2453,7,25,26,1,-126.0,0,0.00,No,357.3,391.7,104.25
2454,Atom_2454,7,26,0,1,3826.0,0,0.00,No,374.0,320.0,83.00
2455,Atom_2455,7,26,1,1,3794.0,0,0.00,No,376.5,323.8,83.85
2456,Atom_2456,7,26,2,1,3388.0,0,0.00,No,379.0,327.7,84.70
2457,Atom_2457,7,26,3,1,3730.0,0,0.00,No,381.5,326.5,85.55
2458,Atom_2458,7,26,4,1,2950.0,0,0.00,No,384.0,328.7,86.40
2459,Atom_2459,7,26,5,1,3666.0,0,0.00,No,386.5,330.8,87.25
2460,Atom_2460,7,26,6,1,2886.0,0,0.00,No,389.0,340.0,88.10
2461,Atom_2461,7,26,7,1,3602.0,0,0.00,No,391.5,343.3,88.95
2462,Atom_2462,7,26,8,1,2074.0,0,0.00,No,394.0,346.7,89.80
2463,Atom_2463,7,26,9,1,3538.0,0,0.00,No,396.5,350.0,90.65
2464,Atom_2464,7,26,10,1,2010.0,0,0.00,No,399.0,353.3,91.50
2465,Atom_2465,7,26,11,1,3474.0,0,0.00,No,401.5,356.7,92.35
2466,Atom_2466,7,26,12,1,1946.0,0,0.00,No,404.0,360.0,93.20
2467,Atom_2467,7,26,13,1,3410.0,0,0.00,No,388.7,363.3,94.05
2468,Atom_2468,7,26,14,1,1882.0,0,0.00,No,387.3,366.7,94.90
2469,Atom_2469,7,26,15,1,3346.0,0,0.00,No,386.0,370.0,95.75
2470,Atom_2470,7,26,16,1,322.0,0,0.00,No,384.7,373.3,96.60
2471,Atom_2471,7,26,17,1,3282.0,0,0.00,No,383.3,376.7,97.45
2472,Atom_2472,7,26,18,1,258.0,0,0.00,No,382.0,380.0,98.30
2473,Atom_2473,7,26,19,1,3218.0,0,0.00,No,380.7,383.3,99.15
2474,Atom_2474,7,26,20,1,194.0,0,0.00,No,379.3,386.7,100.00
2475,Atom_2475,7,26,21,1,3154.0,0,0.00,No,378.0,390.0,100.85
2476,Atom_2476,7,26,22,1,130.0,0,0.00,No,376.7,393.3,101.70
2477,Atom_2477,7,26,23,1,3090.0,0,0.00,No,375.3,396.7,102.55
2478,Atom_2478,7,26,24,1,66.0,0,0.00,No,374.0,400.0,103.40
2479,Atom_2479,7,26,25,1,3026.0,0,0.00,No,370.7,403.3,104.25
2480,Atom_2480,7,26,26,1,2.0,0,0.00,No,367.3,406.7,105.10
2481,Atom_2481,7,27,0,1,3954.0,0,0.00,No,384.0,335.0,83.85
2482,Atom_2482,7,27,1,1,3922.0,0,0.00,No,386.5,338.8,84.70
2483,Atom_2483,7,27,2,1,3516.0,0,0.00,No,389.0,342.7,85.55
2484,Atom_2484,7,27,3,1,3858.0,0,0.00,No,391.5,341.5,86.40
2485,Atom_2485,7,27,4,1,3078.0,0,0.00,No,394.0,343.7,87.25
2486,Atom_2486,7,27,5,1,3794.0,0,0.00,No,396.5,345.8,88.10
2487,Atom_2487,7,27,6,1,3014.0,0,0.00,No,399.0,355.0,88.95
2488,Atom_2488,7,27,7,1,3730.0,0,0.00,No,401.5,358.3,89.80
2489,Atom_2489,7,27,8,1,2202.0,0,0.00,No,404.0,361.7,90.65
2490,Atom_2490,7,27,9,1,3666.0,0,0.00,No,406.5,365.0,91.50
2491,Atom_2491,7,27,10,1,2138.0,0,0.00,No,409.0,368.3,92.35
2492,Atom_2492,7,27,11,1,3602.0,0,0.00,No,411.5,371.7,93.20
2493,Atom_2493,7,27,12,1,2074.0,0,0.00,No,414.0,375.0,94.05
2494,Atom_2494,7,27,13,1,3538.0,0,0.00,No,398.7,378.3,94.90
2495,Atom_2495,7,27,14,1,2010.0,0,0.00,No,397.3,381.7,95.75
2496,Atom_2496,7,27,15,1,3474.0,0,0.00,No,396.0,385.0,96.60
2497,Atom_2497,7,27,16,1,450.0,0,0.00,No,394.7,388.3,97.45
2498,Atom_2498,7,27,17,1,3410.0,0,0.00,No,393.3,391.7,98.30
2499,Atom_2499,7,27,18,1,386.0,0,0.00,No,392.0,395.0,99.15
2500,Atom_2500,7,27,19,1,3346.0,0,0.00,No,390.7,398.3,100.00
2501,Atom_2501,7,27,20,1,322.0,0,0.00,No,389.3,401.7,100.85
2502,Atom_2502,7,27,21,1,3282.0,0,0.00,No,388.0,405.0,101.70
2503,Atom_2503,7,27,22,1,258.0,0,0.00,No,386.7,408.3,102.55
2504,Atom_2504,7,27,23,1,3218.0,0,0.00,No,385.3,411.7,103.40
2505,Atom_2505,7,27,24,1,194.0,0,0.00,No,384.0,415.0,104.25
2506,Atom_2506,7,27,25,1,3154.0,0,0.00,No,380.7,418.3,105.10
2507,Atom_2507,7,27,26,1,130.0,0,0.00,No,377.3,421.7,105.95
2508,Atom_2508,7,28,0,1,4082.0,0,0.00,No,394.0,350.0,84.70
2509,Atom_2509,7,28,1,1,4050.0,0,0.00,No,396.5,353.8,85.55
2510,Atom_2510,7,28,2,1,3644.0,0,0.00,No,399.0,357.7,86.40
2511,Atom_2511,7,28,3,1,3986.0,0,0.00,No,401.5,356.5,87.25
2512,Atom_2512,7,28,4,1,3206.0,0,0.00,No,404.0,358.7,88.10
2513,Atom_2513,7,28,5,1,3922.0,0,0.00,No,406.5,360.8,88.95
2514,Atom_2514,7,28,6,1,3142.0,0,0.00,No,409.0,370.0,89.80
2515,Atom_2515,7,28,7,1,3858.0,0,0.00,No,411.5,373.3,90.65
2516,Atom_2516,7,28,8,1,2330.0,0,0.00,No,414.0,376.7,91.50
2517,Atom_2517,7,28,9,1,3794.0,0,0.00,No,416.5,380.0,92.35
2518,Atom_2518,7,28,10,1,2266.0,0,0.00,No,419.0,383.3,93.20
2519,Atom_2519,7,28,11,1,3730.0,0,0.00,No,421.5,386.7,94.05
2520,Atom_2520,7,28,12,1,2202.0,0,0.00,No,424.0,390.0,94.90
2521,Atom_2521,7,28,13,1,3666.0,0,0.00,No,408.7,393.3,95.75
2522,Atom_2522,7,28,14,1,2138.0,0,0.00,No,407.3,396.7,96.60
2523,Atom_2523,7,28,15,1,3602.0,0,0.00,No,406.0,400.0,97.45
2524,Atom_2524,7,28,16,1,578.0,0,0.00,No,404.7,403.3,98.30
2525,Atom_2525,7,28,17,1,3538.0,0,0.00,No,403.3,406.7,99.15
2526,Atom_2526,7,28,18,1,514.0,0,0.00,No,402.0,410.0,100.00
2527,Atom_2527,7,28,19,1,3474.0,0,0.00,No,400.7,413.3,100.85
2528,Atom_2528,7,28,20,1,450.0,0,0.00,No,399.3,416.7,101.70
2529,Atom_2529,7,28,21,1,3410.0,0,0.00,No,398.0,420.0,102.55
2530,Atom_2530,7,28,22,1,386.0,0,0.00,No,396.7,423.3,103.40
2531,Atom_2531,7,28,23,1,3346.0,0,0.00,No,395.3,426.7,104.25
2532,Atom_2532,7,28,24,1,322.0,0,0.00,No,394.0,430.0,105.10
2533,Atom_2533,7,28,25,1,3282.0,0,0.00,No,390.7,433.3,105.95
2534,Atom_2534,7,28,26,1,258.0,0,0.00,No,387.3,436.7,106.80
2535,Atom_2535,7,29,0,1,4210.0,0,0.00,No,404.0,365.0,85.55
2536,Atom_2536,7,29,1,1,4178.0,0,0.00,No,406.5,368.8,86.40
2537,Atom_2537,7,29,2,1,3772.0,0,0.00,No,409.0,372.7,87.25
2538,Atom_2538,7,29,3,1,4114.0,0,0.00,No,411.5,371.5,88.10
2539,Atom_2539,7,29,4,1,3334.0,0,0.00,No,414.0,373.7,88.95
2540,Atom_2540,7,29,5,1,4050.0,0,0.00,No,416.5,375.8,89.80
2541,Atom_2541,7,29,6,1,3270.0,0,0.00,No,419.0,385.0,90.65
2542,Atom_2542,7,29,7,1,3986.0,0,0.00,No,421.5,388.3,91.50
2543,Atom_2543,7,29,8,1,2458.0,0,0.00,No,424.0,391.7,92.35
2544,Atom_2544,7,29,9,1,3922.0,0,0.00,No,426.5,395.0,93.20
2545,Atom_2545,7,29,10,1,2394.0,0,0.00,No,429.0,398.3,94.05
2546,Atom_2546,7,29,11,1,3858.0,0,0.00,No,431.5,401.7,94.90
2547,Atom_2547,7,29,12,1,2330.0,0,0.00,No,434.0,405.0,95.75
2548,Atom_2548,7,29,13,1,3794.0,0,0.00,No,418.7,408.3,96.60
2549,Atom_2549,7,29,14,1,2266.0,0,0.00,No,417.3,411.7,97.45
2550,Atom_2550,7,29,15,1,3730.0,0,0.00,No,416.0,415.0,98.30
2551,Atom_2551,7,29,16,1,706.0,0,0.00,No,414.7,418.3,99.15
2552,Atom_2552,7,29,17,1,3666.0,0,0.00,No,413.3,421.7,100.00
2553,Atom_2553,7,29,18,1,642.0,0,0.00,No,412.0,425.0,100.85
2554,Atom_2554,7,29,19,1,3602.0,0,0.00,No,410.7,428.3,101.70
2555,Atom_2555,7,29,20,1,578.0,0,0.00,No,409.3,431.7,102.55
2556,Atom_2556,7,29,21,1,3538.0,0,0.00,No,408.0,435.0,103.40
2557,Atom_2557,7,29,22,1,514.0,0,0.00,No,406.7,438.3,104.25
2558,Atom_2558,7,29,23,1,3474.0,0,0.00,No,405.3,441.7,105.10
2559,Atom_2559,7,29,24,1,450.0,0,0.00,No,404.0,445.0,105.95
2560,Atom_2560,7,29,25,1,3410.0,0,0.00,No,400.7,448.3,106.80
2561,Atom_2561,7,29,26,1,386.0,0,0.00,No,397.3,451.7,107.65
2562,Atom_2562,7,30,0,1,4338.0,0,0.00,No,414.0,380.0,86.40
2563,Atom_2563,7,30,1,1,4306.0,0,0.00,No,416.5,383.8,87.25
2564,Atom_2564,7,30,2,1,3900.0,0,0.00,No,419.0,387.7,88.10
2565,Atom_2565,7,30,3,1,4242.0,0,0.00,No,421.5,386.5,88.95
2566,Atom_2566,7,30,4,1,3462.0,0,0.00,No,424.0,388.7,89.80
2567,Atom_2567,7,30,5,1,4178.0,0,0.00,No,426.5,390.8,90.65
2568,Atom_2568,7,30,6,1,3398.0,0,0.00,No,429.0,400.0,91.50
2569,Atom_2569,7,30,7,1,4114.0,0,0.00,No,431.5,403.3,92.35
2570,Atom_2570,7,30,8,1,2586.0,0,0.00,No,434.0,406.7,93.20
2571,Atom_2571,7,30,9,1,4050.0,0,0.00,No,436.5,410.0,94.05
2572,Atom_2572,7,30,10,1,2522.0,0,0.00,No,439.0,413.3,94.90
2573,Atom_2573,7,30,11,1,3986.0,0,0.00,No,441.5,416.7,95.75
2574,Atom_2574,7,30,12,1,2458.0,0,0.00,No,444.0,420.0,96.60
2575,Atom_2575,7,30,13,1,3922.0,0,0.00,No,428.7,423.3,97.45
2576,Atom_2576,7,30,14,1,2394.0,0,0.00,No,427.3,426.7,98.30
2577,Atom_2577,7,30,15,1,3858.0,0,0.00,No,426.0,430.0,99.15
2578,Atom_2578,7,30,16,1,834.0,0,0.00,No,424.7,433.3,100.00
2579,Atom_2579,7,30,17,1,3794.0,0,0.00,No,423.3,436.7,100.85
2580,Atom_2580,7,30,18,1,770.0,0,0.00,No,422.0,440.0,101.70
2581,Atom_2581,7,30,19,1,3730.0,0,0.00,No,420.7,443.3,102.55
2582,Atom_2582,7,30,20,1,706.0,0,0.00,No,419.3,446.7,103.40
2583,Atom_2583,7,30,21,1,3666.0,0,0.00,No,418.0,450.0,104.25
2584,Atom_2584,7,30,22,1,642.0,0,0.00,No,416.7,453.3,105.10
2585,Atom_2585,7,30,23,1,3602.0,0,0.00,No,415.3,456.7,105.95
2586,Atom_2586,7,30,24,1,578.0,0,0.00,No,414.0,460.0,106.80
2587,Atom_2587,7,30,25,1,3538.0,0,0.00,No,410.7,463.3,107.65
2588,Atom_2588,7,30,26,1,514.0,0,0.00,No,407.3,466.7,108.50
2589,Atom_2589,7,31,0,1,4466.0,0,0.00,No,424.0,395.0,87.25
2590,Atom_2590,7,31,1,1,4434.0,0,0.00,No,426.5,398.8,88.10
2591,Atom_2591,7,31,2,1,4028.0,0,0.00,No,429.0,402.7,88.95
2592,Atom_2592,7,31,3,1,4370.0,0,0.00,No,431.5,401.5,89.80
2593,Atom_2593,7,31,4,1,3590.0,0,0.00,No,434.0,403.7,90.65
2594,Atom_2594,7,31,5,1,4306.0,0,0.00,No,436.5,405.8,91.50
2595,Atom_2595,7,31,6,1,3526.0,0,0.00,No,439.0,415.0,92.35
2596,Atom_2596,7,31,7,1,4242.0,0,0.00,No,441.5,418.3,93.20
2597,Atom_2597,7,31,8,1,2714.0,0,0.00,No,444.0,421.7,94.05
2598,Atom_2598,7,31,9,1,4178.0,0,0.00,No,446.5,425.0,94.90
2599,Atom_2599,7,31,10,1,2650.0,0,0.00,No,449.0,428.3,95.75
2600,Atom_2600,7,31,11,1,4114.0,0,0.00,No,451.5,431.7,96.60
2601,Atom_2601,7,31,12,1,2586.0,0,0.00,No,454.0,435.0,97.45
2602,Atom_2602,7,31,13,1,4050.0,0,0.00,No,438.7,438.3,98.30
2603,Atom_2603,7,31,14,1,2522.0,0,0.00,No,437.3,441.7,99.15
2604,Atom_2604,7,31,15,1,3986.0,0,0.00,No,436.0,445.0,100.00
2605,Atom_2605,7,31,16,1,962.0,0,0.00,No,434.7,448.3,100.85
2606,Atom_2606,7,31,17,1,3922.0,0,0.00,No,433.3,451.7,101.70
2607,Atom_2607,7,31,18,1,898.0,0,0.00,No,432.0,455.0,102.55
2608,Atom_2608,7,31,19,1,3858.0,0,0.00,No,430.7,458.3,103.40
2609,Atom_2609,7,31,20,1,834.0,0,0.00,No,429.3,461.7,104.25
2610,Atom_2610,7,31,21,1,3794.0,0,0.00,No,428.0,465.0,105.10
2611,Atom_2611,7,31,22,1,770.0,0,0.00,No,426.7,468.3,105.95
2612,Atom_2612,7,31,23,1,3730.0,0,0.00,No,425.3,471.7,106.80
2613,Atom_2613,7,31,24,1,706.0,0,0.00,No,424.0,475.0,107.65
2614,Atom_2614,7,31,25,1,3666.0,0,0.00,No,420.7,478.3,108.50
2615,Atom_2615,7,31,26,1,642.0,0,0.00,No,417.3,481.7,109.35
2616,Atom_2616,7,32,0,1,4594.0,0,0.00,No,434.0,410.0,88.10
2617,Atom_2617,7,32,1,1,4562.0,0,0.00,No,436.5,413.8,88.95
2618,Atom_2618,7,32,2,1,4156.0,0,0.00,No,439.0,417.7,89.80
2619,Atom_2619,7,32,3,1,4498.0,0,0.00,No,441.5,416.5,90.65
2620,Atom_2620,7,32,4,1,3718.0,0,0.00,No,444.0,418.7,91.50
2621,Atom_2621,7,32,5,1,4434.0,0,0.00,No,446.5,420.8,92.35
2622,Atom_2622,7,32,6,1,3654.0,0,0.00,No,449.0,430.0,93.20
2623,Atom_2623,7,32,7,1,4370.0,0,0.00,No,451.5,433.3,94.05
2624,Atom_2624,7,32,8,1,2842.0,0,0.00,No,454.0,436.7,94.90
2625,Atom_2625,7,32,9,1,4306.0,0,0.00,No,456.5,440.0,95.75
2626,Atom_2626,7,32,10,1,2778.0,0,0.00,No,459.0,443.3,96.60
2627,Atom_2627,7,32,11,1,4242.0,0,0.00,No,461.5,446.7,97.45
2628,Atom_2628,7,32,12,1,2714.0,0,0.00,No,464.0,450.0,98.30
2629,Atom_2629,7,32,13,1,4178.0,0,0.00,No,448.7,453.3,99.15
2630,Atom_2630,7,32,14,1,2650.0,0,0.00,No,447.3,456.7,100.00
2631,Atom_2631,7,32,15,1,4114.0,0,0.00,No,446.0,460.0,100.85
2632,Atom_2632,7,32,16,1,1090.0,0,0.00,No,444.7,463.3,101.70
2633,Atom_2633,7,32,17,1,4050.0,0,0.00,No,443.3,466.7,102.55
2634,Atom_2634,7,32,18,1,1026.0,0,0.00,No,442.0,470.0,103.40
2635,Atom_2635,7,32,19,1,3986.0,0,0.00,No,440.7,473.3,104.25
2636,Atom_2636,7,32,20,1,962.0,0,0.00,No,439.3,476.7,105.10
2637,Atom_2637,7,32,21,1,3922.0,0,0.00,No,438.0,480.0,105.95
2638,Atom_2638,7,32,22,1,898.0,0,0.00,No,436.7,483.3,106.80
2639,Atom_2639,7,32,23,1,3858.0,0,0.00,No,435.3,486.7,107.65
2640,Atom_2640,7,32,24,1,834.0,0,0.00,No,434.0,490.0,108.50
2641,Atom_2641,7,32,25,1,3794.0,0,0.00,No,430.7,493.3,109.35
2642,Atom_2642,7,32,26,1,770.0,0,0.00,No,427.3,496.7,110.20
2643,Atom_2643,7,33,0,1,4722.0,0,0.00,No,444.0,425.0,88.95
2644,Atom_2644,7,33,1,1,4690.0,0,0.00,No,446.5,428.8,89.80
2645,Atom_2645,7,33,2,1,4284.0,0,0.00,No,449.0,432.7,90.65
2646,Atom_2646,7,33,3,1,4626.0,0,0.00,No,451.5,431.5,91.50
2647,Atom_2647,7,33,4,1,3846.0,0,0.00,No,454.0,433.7,92.35
2648,Atom_2648,7,33,5,1,4562.0,0,0.00,No,456.5,435.8,93.20
2649,Atom_2649,7,33,6,1,3782.0,0,0.00,No,459.0,445.0,94.05
2650,Atom_2650,7,33,7,1,4498.0,0,0.00,No,461.5,448.3,94.90
2651,Atom_2651,7,33,8,1,2970.0,0,0.00,No,464.0,451.7,95.75
2652,Atom_2652,7,33,9,1,4434.0,0,0.00,No,466.5,455.0,96.60
2653,Atom_2653,7,33,10,1,2906.0,0,0.00,No,469.0,458.3,97.45
2654,Atom_2654,7,33,11,1,4370.0,0,0.00,No,471.5,461.7,98.30
2655,Atom_2655,7,33,12,1,2842.0,0,0.00,No,474.0,465.0,99.15
2656,Atom_2656,7,33,13,1,4306.0,0,0.00,No,458.7,468.3,100.00
2657,Atom_2657,7,33,14,1,2778.0,0,0.00,No,457.3,471.7,100.85
2658,Atom_2658,7,33,15,1,4242.0,0,0.00,No,456.0,475.0,101.70
2659,Atom_2659,7,33,16,1,1218.0,0,0.00,No,454.7,478.3,102.55
2660,Atom_2660,7,33,17,1,4178.0,0,0.00,No,453.3,481.7,103.40
2661,Atom_2661,7,33,18,1,1154.0,0,0.00,No,452.0,485.0,104.25
2662,Atom_2662,7,33,19,1,4114.0,0,0.00,No,450.7,488.3,105.10
2663,Atom_2663,7,33,20,1,1090.0,0,0.00,No,449.3,491.7,105.95
2664,Atom_2664,7,33,21,1,4050.0,0,0.00,No,448.0,495.0,106.80
2665,Atom_2665,7,33,22,1,1026.0,0,0.00,No,446.7,498.3,107.65
2666,Atom_2666,7,33,23,1,3986.0,0,0.00,No,445.3,501.7,108.50
2667,Atom_2667,7,33,24,1,962.0,0,0.00,No,444.0,505.0,109.35
2668,Atom_2668,7,33,25,1,3922.0,0,0.00,No,440.7,508.3,110.20
2669,Atom_2669,7,33,26,1,898.0,0,0.00,No,437.3,511.7,111.05
2670,Atom_2670,7,34,0,1,4850.0,0,0.00,No,454.0,440.0,89.80
2671,Atom_2671,7,34,1,1,4818.0,0,0.00,No,456.5,443.8,90.65
2672,Atom_2672,7,34,2,1,4412.0,0,0.00,No,459.0,447.7,91.50
2673,Atom_2673,7,34,3,1,4754.0,0,0.00,No,461.5,446.5,92.35
2674,Atom_2674,7,34,4,1,3974.0,0,0.00,No,464.0,448.7,93.20
2675,Atom_2675,7,34,5,1,4690.0,0,0.00,No,466.5,450.8,94.05
2676,Atom_2676,7,34,6,1,3910.0,0,0.00,No,469.0,460.0,94.90
2677,Atom_2677,7,34,7,1,4626.0,0,0.00,No,471.5,463.3,95.75
2678,Atom_2678,7,34,8,1,3098.0,0,0.00,No,474.0,466.7,96.60
2679,Atom_2679,7,34,9,1,4562.0,0,0.00,No,476.5,470.0,97.45
2680,Atom_2680,7,34,10,1,3034.0,0,0.00,No,479.0,473.3,98.30
